,LOAN_NUMBER,LOAN_ORIG_DATE,LENDER_INST_TYPE_DESCRIPTION,LTV,FICO_SCORE,CURRENT_BALANCE,Loan_to_Value_Cohorts,FICO_Score_Category,LOAN_AGE,Loan_Age_Cohorts
1289,17061205,2012-08-09,Mortgage Banker - Bank Owned,90.0,782,403200,>85% and <= 90%,700 - 799,4.928232612579314,0-9 Months
1290,15536898,2012-05-04,Community Banks,91.0299987792969,782,136448,>90% and <= 95%,700 - 799,8.115156368713937,0-9 Months
1291,19339947,2012-01-11,Community Banks,94.9899978637695,782,417000,>90% and <= 95%,700 - 799,11.860613154274215,10-19 Months
1292,22745354,2011-01-28,Community Banks,95.0,782,135375,>90% and <= 95%,700 - 799,23.294112815458224,20-29 Months
1293,24593259,2011-08-23,Mortgage Banker - (Large),95.0,782,175750,>90% and <= 95%,700 - 799,16.49315181009877,10-19 Months
1294,29536456,2012-06-14,Credit Unions,95.0,782,190000,>90% and <= 95%,700 - 799,6.768106121275591,0-9 Months
1295,32892308,2011-03-29,Credit Unions,95.0,782,270750,>90% and <= 95%,700 - 799,21.3228197704265,20-29 Months
1296,20478088,2012-11-28,Mortgage Banker - Bank Owned,97.0,782,232800,>95%,700 - 799,1.2813404792706216,0-9 Months
1297,26215542,2012-06-14,Mortgage Banker - Bank Owned,82.5100021362305,783,200500,<=85%,700 - 799,6.768106121275591,0-9 Months
1298,30202454,2012-01-19,Credit Unions,83.4400024414063,783,133500,<=85%,700 - 799,11.597774081603319,10-19 Months
1299,31670077,2009-12-10,Community Banks,83.8600006103516,783,519925,<=85%,700 - 799,36.89603482617713,30-39 Months
1300,34107122,2011-03-18,Community Banks,84.5500030517578,783,279000,<=85%,700 - 799,21.68422349534898,20-29 Months
1301,21653870,2012-05-15,Community Banks,84.8399963378906,783,386000,<=85%,700 - 799,7.7537526437914535,0-9 Months
1302,28631621,2009-06-09,Mortgage Banker - (Large),84.9700012207031,783,164000,<=85%,700 - 799,42.94133349760775,>=40 Months
1303,24666435,2011-06-27,Mortgage Banker - Bank Owned,87.0199966430664,783,329800,>85% and <= 90%,700 - 799,18.36588020287891,10-19 Months
1304,31277755,2009-12-04,Credit Unions,88.5699996948242,783,155000,>85% and <= 90%,700 - 799,37.0931641306803,30-39 Months
1305,27525676,2011-09-16,Community Banks,88.9400024414063,783,189000,>85% and <= 90%,700 - 799,15.70463459208608,10-19 Months
1306,31383012,2012-03-26,Community Banks,89.9300003051758,783,344000,>85% and <= 90%,700 - 799,9.396496847984558,0-9 Months
1307,28261383,2012-07-03,Mortgage Banker - Bank Owned,89.9800033569336,783,413000,>85% and <= 90%,700 - 799,6.143863323682211,0-9 Months
1308,31285523,2010-05-05,Community Banks,90.0,783,75600,>85% and <= 90%,700 - 799,32.099221749933264,30-39 Months
1309,28953986,2011-07-07,Credit Unions,90.0,783,202500,>85% and <= 90%,700 - 799,18.037331362040288,10-19 Months
1310,18348666,2011-04-29,Bank Owned Mortgage Company - National,90.0,783,279900,>85% and <= 90%,700 - 799,20.304318363826773,20-29 Months
1311,19776090,2010-01-07,Mortgage Banker - Bank Owned,92.5899963378906,783,250000,>90% and <= 95%,700 - 799,35.97609807182899,30-39 Months
1312,29601098,2011-02-28,Mortgage Banker - Bank Owned,93.0599975585938,783,328500,>90% and <= 95%,700 - 799,22.2756114088585,20-29 Months
1313,18119772,2011-10-21,Community Banks,95.0,783,117325,>90% and <= 95%,700 - 799,14.554713649150907,10-19 Months
1314,20034527,2012-05-25,Mortgage Banker - Bank Owned,95.0,783,135750,>90% and <= 95%,700 - 799,7.425203802952833,0-9 Months
1315,16217424,2011-12-21,Community Banks,95.0,783,140600,>90% and <= 95%,700 - 799,12.55056572003532,10-19 Months
1316,29385531,2010-07-09,Community Banks,95.0,783,147250,>90% and <= 95%,700 - 799,29.963654284482228,20-29 Months
1317,34045071,2011-04-11,Mortgage Banker - (Large),95.0,783,156750,>90% and <= 95%,700 - 799,20.89570627733629,20-29 Months
1318,25592484,2012-03-30,Mortgage Banker - Bank Owned,95.0,783,209000,>90% and <= 95%,700 - 799,9.26507731164911,0-9 Months
1319,29250122,2012-04-23,Community Banks,95.0,783,232750,>90% and <= 95%,700 - 799,8.47656009363642,0-9 Months
1320,32356266,2012-10-02,Mortgage Banker - Bank Owned,95.0,783,413250,>90% and <= 95%,700 - 799,3.1540688720507606,0-9 Months
1321,16585900,2011-12-08,Credit Unions,97.0,783,139680,>95%,700 - 799,12.977679213125526,10-19 Months
1322,17277175,2010-08-02,Community Banks,82.6800003051758,784,231500,<=85%,700 - 799,29.17513706646954,20-29 Months
1323,26751079,2012-04-12,Credit Unions,83.5999984741211,784,158000,<=85%,700 - 799,8.837963818558903,0-9 Months
1324,24592079,2012-12-05,Mortgage Banker - Bank Owned,84.1100006103516,784,156200,<=85%,700 - 799,1.051356290683587,0-9 Months
1325,27132069,2011-10-06,Mortgage Banker - Bank Owned,85.0,784,204000,<=85%,700 - 799,15.047536910408837,10-19 Months
1326,34147412,2012-08-13,Mortgage Banker - Bank Owned,85.0,784,209950,<=85%,700 - 799,4.796813076243866,0-9 Months
1327,21714132,2011-01-05,Community Banks,85.2200012207031,784,536900,>85% and <= 90%,700 - 799,24.049775149387052,20-29 Months
1328,18984729,2010-03-05,Community Banks,85.5999984741211,784,163500,>85% and <= 90%,700 - 799,34.10336967904885,30-39 Months
1329,16091659,2010-12-10,Credit Unions,85.8600006103516,784,85000,>85% and <= 90%,700 - 799,24.904002135567467,20-29 Months
1330,30711433,2010-08-05,Mortgage Banker - Bank Owned,86.3899993896484,784,127000,>85% and <= 90%,700 - 799,29.07657241421795,20-29 Months
1331,32013580,2010-08-11,Mortgage Banker - Bank Owned,87.0599975585938,784,185000,>85% and <= 90%,700 - 799,28.879443109714778,20-29 Months
1332,30672078,2010-06-23,Community Banks,89.8600006103516,784,221605,>85% and <= 90%,700 - 799,30.48933242982402,30-39 Months
1333,14968147,2012-10-19,Community Banks,90.0,784,99000,>85% and <= 90%,700 - 799,2.595535842625105,0-9 Months
1334,29843953,2012-10-03,Mortgage Banker - Bank Owned,90.0,784,126000,>85% and <= 90%,700 - 799,3.1212139879668985,0-9 Months
1335,17886490,2010-12-08,Community Banks,90.0,784,170640,>85% and <= 90%,700 - 799,24.96971190373519,20-29 Months
1336,33393054,2010-01-11,Credit Unions,90.0,784,180000,>85% and <= 90%,700 - 799,35.84467853549354,30-39 Months
1337,24488266,2011-04-14,Credit Unions,90.0,784,210600,>85% and <= 90%,700 - 799,20.797141625084706,20-29 Months
1338,28076823,2012-12-14,Mortgage Banker - Bank Owned,90.0,784,229500,>85% and <= 90%,700 - 799,0.7556623339288281,0-9 Months
1339,18839305,2012-06-28,Mortgage Banker - Bank Owned,90.0,784,261900,>85% and <= 90%,700 - 799,6.308137744101521,0-9 Months
1340,26427112,2011-08-09,Community Banks,90.0,784,449100,>85% and <= 90%,700 - 799,16.95312018727284,10-19 Months
1341,21815316,2011-04-11,Mortgage Banker - (Large),90.0,784,486000,>85% and <= 90%,700 - 799,20.89570627733629,20-29 Months
1342,33395417,2011-11-08,Mortgage Banker - (Large),91.120002746582,784,165414,>90% and <= 95%,700 - 799,13.963325735641389,10-19 Months
1343,23881861,2012-10-11,Mortgage Banker - Bank Owned,92.0500030517578,784,336000,>90% and <= 95%,700 - 799,2.858374915296002,0-9 Months
1344,21215649,2011-12-21,Community Banks,92.629997253418,784,277875,>90% and <= 95%,700 - 799,12.55056572003532,10-19 Months
1345,29284720,2011-10-19,Community Banks,94.0400009155273,784,142000,>90% and <= 95%,700 - 799,14.62042341731863,10-19 Months
1346,24344297,2012-11-29,Mortgage Banker - Bank Owned,94.2900009155273,784,153700,>90% and <= 95%,700 - 799,1.2484855951867595,0-9 Months
1347,17703775,2012-08-17,Mortgage Banker - Bank Owned,94.5199966430664,784,397000,>90% and <= 95%,700 - 799,4.665393539908417,0-9 Months
1348,33074093,2011-09-08,Mortgage Banker - (Large),94.8199996948242,784,155500,>90% and <= 95%,700 - 799,15.967473664756977,10-19 Months
1349,29617134,2012-12-11,Community Banks,95.0,784,124939,>90% and <= 95%,700 - 799,0.8542269861804144,0-9 Months
1350,22544898,2010-06-29,Credit Unions,95.0,784,184775,>90% and <= 95%,700 - 799,30.29220312532085,30-39 Months
1351,26214782,2012-01-09,Community Banks,95.0,784,198550,>90% and <= 95%,700 - 799,11.926322922441939,10-19 Months
1352,21978040,2011-10-13,Mortgage Banker - Bank Owned,95.0,784,266000,>90% and <= 95%,700 - 799,14.817552721821803,10-19 Months
1353,28529439,2011-10-27,Community Banks,95.0,784,270750,>90% and <= 95%,700 - 799,14.357584344647734,10-19 Months
1354,24259577,2012-09-10,Mortgage Banker - Bank Owned,95.0,784,273600,>90% and <= 95%,700 - 799,3.8768763218957267,0-9 Months
1355,32042175,2011-08-23,Bank Owned Mortgage Company - National,95.0,784,308026,>90% and <= 95%,700 - 799,16.49315181009877,10-19 Months
1356,25570050,2009-12-31,Credit Unions,95.0,784,312550,>90% and <= 95%,700 - 799,36.206082260416025,30-39 Months
1357,15767539,2011-04-05,Mortgage Banker - (Large),95.0,784,336300,>90% and <= 95%,700 - 799,21.092835581839463,20-29 Months
1358,22095165,2012-09-11,Mortgage Banker - Bank Owned,82.5500030517578,785,388000,<=85%,700 - 799,3.8440214378118647,0-9 Months
1359,22057134,2011-12-22,Bank Owned Mortgage Company - National,83.4000015258789,785,417000,<=85%,700 - 799,12.517710835951457,10-19 Months
1360,18626938,2011-10-06,Community Banks,83.7600021362305,785,172550,<=85%,700 - 799,15.047536910408837,10-19 Months
1361,20934740,2011-10-24,Community Banks,85.0,785,191250,<=85%,700 - 799,14.456148996899321,10-19 Months
1362,15604219,2009-12-03,Credit Unions,85.0,785,202470,<=85%,700 - 799,37.12601901476416,30-39 Months
1363,17525186,2009-12-04,Bank Owned Mortgage Company - National,85.0,785,467500,<=85%,700 - 799,37.0931641306803,30-39 Months
1364,21341516,2011-02-28,Credit Unions,87.4599990844727,785,62100,>85% and <= 90%,700 - 799,22.2756114088585,20-29 Months
1365,33503627,2012-12-05,Mortgage Banker - Bank Owned,89.9899978637695,785,148483,>85% and <= 90%,700 - 799,1.051356290683587,0-9 Months
1366,25288242,2012-03-08,Credit Unions,90.0,785,229500,>85% and <= 90%,700 - 799,9.987884761494076,0-9 Months
1367,28238009,2012-07-30,Mortgage Banker - Bank Owned,90.0,785,253818,>85% and <= 90%,700 - 799,5.2567814534179345,0-9 Months
1368,21072332,2012-06-29,Mortgage Banker - Bank Owned,90.0,785,499950,>85% and <= 90%,700 - 799,6.27528286001766,0-9 Months
1369,33335191,2012-09-28,Credit Unions,94.120002746582,785,80000,>90% and <= 95%,700 - 799,3.2854884083862093,0-9 Months
1370,24178717,2011-10-07,Community Banks,94.9400024414063,785,60000,>90% and <= 95%,700 - 799,15.014682026324977,10-19 Months
1371,24779533,2011-02-17,Credit Unions,95.0,785,84550,>90% and <= 95%,700 - 799,22.63701513378098,20-29 Months
1372,25750257,2011-10-07,Mortgage Banker - Bank Owned,95.0,785,327750,>90% and <= 95%,700 - 799,15.014682026324977,10-19 Months
1373,29385882,2011-02-18,Community Banks,82.4499969482422,786,140900,<=85%,700 - 799,22.60416024969712,20-29 Months
1374,16062517,2012-08-28,Mortgage Banker - (Large),84.3099975585938,786,189700,<=85%,700 - 799,4.303989814985934,0-9 Months
1375,23402987,2012-01-20,Bank Owned Mortgage Company - National,85.5400009155273,786,408635,>85% and <= 90%,700 - 799,11.564919197519457,10-19 Months
1376,15661418,2012-08-24,Mortgage Banker - Bank Owned,86.8399963378906,786,164900,>85% and <= 90%,700 - 799,4.435409351321383,0-9 Months
1377,27703467,2012-04-04,Community Banks,87.5299987792969,786,195200,>85% and <= 90%,700 - 799,9.1008028912298,0-9 Months
1378,33515829,2012-01-20,Credit Unions,90.0,786,40500,>85% and <= 90%,700 - 799,11.564919197519457,10-19 Months
1379,23046168,2012-04-24,Community Banks,90.0,786,58500,>85% and <= 90%,700 - 799,8.443705209552558,0-9 Months
1380,17461027,2012-10-31,Mortgage Banker - Bank Owned,90.0,786,67500,>85% and <= 90%,700 - 799,2.20127723361876,0-9 Months
1381,20130961,2012-12-04,Community Banks,90.0,786,129600,>85% and <= 90%,700 - 799,1.084211174767449,0-9 Months
1382,32723678,2012-02-23,Mortgage Banker - Bank Owned,90.0,786,243000,>85% and <= 90%,700 - 799,10.447853138668146,10-19 Months
1383,16082916,2009-12-30,Credit Unions,90.0,786,274950,>85% and <= 90%,700 - 799,36.238937144499886,30-39 Months
1384,24077401,2011-04-04,Bank Owned Mortgage Company - National,90.0,786,369000,>85% and <= 90%,700 - 799,21.125690465923324,20-29 Months
1385,15452899,2012-07-18,Mortgage Banker - (Large),90.0,786,467550,>85% and <= 90%,700 - 799,5.65104006242428,0-9 Months
1386,26924213,2010-06-04,Community Banks,90.0,786,494900,>85% and <= 90%,700 - 799,31.1135752274174,30-39 Months
1387,15724822,2010-01-25,Credit Unions,95.0,786,112100,>90% and <= 95%,700 - 799,35.38471015831947,30-39 Months
1388,25523968,2011-07-22,Credit Unions,95.0,786,138700,>90% and <= 95%,700 - 799,17.544508100782355,10-19 Months
1389,17398789,2012-02-22,Credit Unions,95.0,786,147725,>90% and <= 95%,700 - 799,10.480708022752006,10-19 Months
1390,29133506,2011-10-14,Credit Unions,95.0,786,180500,>90% and <= 95%,700 - 799,14.78469783773794,10-19 Months
1391,30826785,2010-01-26,Community Banks,95.0,786,266000,>90% and <= 95%,700 - 799,35.35185527423561,30-39 Months
1392,28222932,2012-02-01,Community Banks,95.0,786,347700,>90% and <= 95%,700 - 799,11.170660588513112,10-19 Months
1393,30469184,2010-06-28,Mortgage Banker - Bank Owned,83.3300018310547,787,125000,<=85%,700 - 799,30.32505800940471,30-39 Months
1394,21777937,2011-12-22,Community Banks,83.4700012207031,787,409000,<=85%,700 - 799,12.517710835951457,10-19 Months
1395,27905841,2011-09-02,Bank Owned Mortgage Company - National,84.6900024414063,787,166000,<=85%,700 - 799,16.164602969260148,10-19 Months
1396,25538215,2012-08-17,Community Banks,85.0,787,116143,<=85%,700 - 799,4.665393539908417,0-9 Months
1397,32722217,2010-07-08,Community Banks,85.0,787,147900,<=85%,700 - 799,29.99650916856609,20-29 Months
1398,29128842,2012-12-18,Mortgage Banker - Bank Owned,86.9700012207031,787,198300,>85% and <= 90%,700 - 799,0.6242427975933798,0-9 Months
1399,20122815,2011-01-05,Mortgage Banker - Bank Owned,87.0999984741211,787,135000,>85% and <= 90%,700 - 799,24.049775149387052,20-29 Months
1400,21581752,2011-07-20,Credit Unions,87.5999984741211,787,212000,>85% and <= 90%,700 - 799,17.61021786895008,10-19 Months
1401,30529450,2011-12-02,Credit Unions,88.0899963378906,787,244000,>85% and <= 90%,700 - 799,13.1748085176287,10-19 Months
1402,27658946,2010-12-30,Mortgage Banker - Bank Owned,88.4599990844727,787,230000,>85% and <= 90%,700 - 799,24.246904453890224,20-29 Months
1403,26231978,2010-12-29,Credit Unions,89.1999969482422,787,245300,>85% and <= 90%,700 - 799,24.279759337974085,20-29 Months
1404,27824158,2012-04-30,Community Banks,89.4400024414063,787,161000,>85% and <= 90%,700 - 799,8.246575905049385,0-9 Months
1405,19092199,2012-05-29,Community Banks,90.0,787,164219,>85% and <= 90%,700 - 799,7.293784266617385,0-9 Months
1406,29919368,2012-01-17,Credit Unions,90.0,787,539100,>85% and <= 90%,700 - 799,11.663483849771042,10-19 Months
1407,23271526,2011-04-20,Credit Unions,91.4199981689453,787,141700,>90% and <= 95%,700 - 799,20.60001232058153,20-29 Months
1408,23605833,2010-03-30,Community Banks,94.120002746582,787,239500,>90% and <= 95%,700 - 799,33.2819975769523,30-39 Months
1409,22458821,2012-05-16,Bank Owned Mortgage Company - National,95.0,787,69350,>90% and <= 95%,700 - 799,7.720897759707592,0-9 Months
1410,29879801,2011-12-12,Credit Unions,95.0,787,228000,>90% and <= 95%,700 - 799,12.846259676790078,10-19 Months
1411,21111373,2011-10-19,Bank Owned Mortgage Company - National,95.0,787,258119,>90% and <= 95%,700 - 799,14.62042341731863,10-19 Months
1412,28277640,2012-04-27,Community Banks,95.0,787,261250,>90% and <= 95%,700 - 799,8.34514055730097,0-9 Months
1413,25292894,2012-04-26,Community Banks,95.0,787,308750,>90% and <= 95%,700 - 799,8.377995441384833,0-9 Months
1414,28111004,2012-06-08,Mortgage Banker - Bank Owned,95.0,787,308750,>90% and <= 95%,700 - 799,6.965235425778763,0-9 Months
1415,17283977,2011-11-14,Mortgage Banker - Bank Owned,96.9400024414063,787,239450,>95%,700 - 799,13.766196431138216,10-19 Months
1416,29978908,2012-02-03,Mortgage Banker - Bank Owned,84.0599975585938,788,269000,<=85%,700 - 799,11.104950820345387,10-19 Months
1417,16595954,2009-06-02,Credit Unions,84.7099990844727,788,360000,<=85%,700 - 799,43.17131768619479,>=40 Months
1418,15664290,2010-02-24,Mortgage Banker - Bank Owned,84.8399963378906,788,235000,<=85%,700 - 799,34.39906363580361,30-39 Months
1419,24057579,2011-11-02,Mortgage Banker - (Large),85.0,788,137700,<=85%,700 - 799,14.160455040144562,10-19 Months
1420,26191476,2009-12-18,Bank Owned Mortgage Company - National,86.3199996948242,788,320000,>85% and <= 90%,700 - 799,36.63319575350623,30-39 Months
1421,25203377,2009-05-05,Credit Unions,88.5,788,200000,>85% and <= 90%,700 - 799,44.091254440542926,>=40 Months
1422,30581433,2012-06-21,Mortgage Banker - Bank Owned,88.5299987792969,788,332000,>85% and <= 90%,700 - 799,6.538121932688556,0-9 Months
1423,18703206,2012-07-13,Bank Owned Mortgage Company - National,90.0,788,207000,>85% and <= 90%,700 - 799,5.81531448284359,0-9 Months
1424,15711268,2012-06-06,Mortgage Banker - Bank Owned,90.0,788,256500,>85% and <= 90%,700 - 799,7.030945193946487,0-9 Months
1425,19540533,2011-10-05,Mortgage Banker - Bank Owned,90.0,788,279000,>85% and <= 90%,700 - 799,15.0803917944927,10-19 Months
1426,28170286,2011-09-07,Bank Owned Mortgage Company - National,90.0,788,300712,>85% and <= 90%,700 - 799,16.000328548840837,10-19 Months
1427,26192807,2012-05-29,Mortgage Banker - Bank Owned,90.0,788,355500,>85% and <= 90%,700 - 799,7.293784266617385,0-9 Months
1428,30627992,2011-05-20,Bank Owned Mortgage Company - National,90.0,788,373500,>85% and <= 90%,700 - 799,19.61436579806567,10-19 Months
1429,22530114,2010-01-20,Mortgage Banker - (Large),90.0,788,391500,>85% and <= 90%,700 - 799,35.54898457873878,30-39 Months
1430,21055278,2011-10-05,Mortgage Banker - (Large),92.0800018310547,788,185786,>90% and <= 95%,700 - 799,15.0803917944927,10-19 Months
1431,33762597,2011-12-16,Community Banks,95.0,788,28500,>90% and <= 95%,700 - 799,12.71484014045463,10-19 Months
1432,16360805,2012-05-30,Community Banks,95.0,788,160550,>90% and <= 95%,700 - 799,7.260929382533522,0-9 Months
1433,30556976,2012-10-29,Mortgage Banker - (Large),95.0,788,190000,>90% and <= 95%,700 - 799,2.266987001786484,0-9 Months
1434,15927022,2010-06-23,Mortgage Banker - Bank Owned,95.0,788,304000,>90% and <= 95%,700 - 799,30.48933242982402,30-39 Months
1435,27918342,2012-12-05,Mortgage Banker - (Large),95.0,788,356250,>90% and <= 95%,700 - 799,1.051356290683587,0-9 Months
1436,27500195,2011-07-12,Community Banks,95.0,788,365750,>90% and <= 95%,700 - 799,17.873056941620977,10-19 Months
1437,29970694,2011-09-02,Bank Owned Mortgage Company - National,96.8499984741211,788,150121,>95%,700 - 799,16.164602969260148,10-19 Months
1438,17288588,2012-05-23,Mortgage Banker - Bank Owned,97.0,788,130950,>95%,700 - 799,7.490913571120557,0-9 Months
1439,22530394,2012-08-16,Mortgage Banker - Bank Owned,82.0500030517578,789,323100,<=85%,700 - 799,4.698248423992279,0-9 Months
1440,24860914,2011-04-01,Credit Unions,83.1999969482422,789,104000,<=85%,700 - 799,21.224255118174913,20-29 Months
